repo,default_branch,path,filename,suffix,size_bytes,github_blob_url,raw_url,hrsm_tags
Steven-Kemp/sequence_files,main,nanopore/NB10_CAMB-1B5643_ARTIC_nanopolish.fasta.gz,NB10_CAMB-1B5643_ARTIC_nanopolish.fasta.gz,.gz,8953,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/e45050659a68df9002768a86bb9d04292e91e7cb,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB10_CAMB-1B5643_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB10_CAMB-1B5C6F_ARTIC_nanopolish.fasta.gz,NB10_CAMB-1B5C6F_ARTIC_nanopolish.fasta.gz,.gz,8551,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/bfc9225971695c6040e62f9d8b5230c10eb0640e,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB10_CAMB-1B5C6F_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB11_12933_ARTIC_nanopolish.fasta.gz,NB11_12933_ARTIC_nanopolish.fasta.gz,.gz,8128,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/87f0e715853534fc3be2808db6d4f7a933729e0a,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB11_12933_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB11_CAMB-1B5616_ARTIC_nanopolish.fasta.gz,NB11_CAMB-1B5616_ARTIC_nanopolish.fasta.gz,.gz,8954,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/57aa4b56cccb79c2772b7404fbd744332d146ae4,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB11_CAMB-1B5616_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB12_12935_ARTIC_nanopolish.fasta.gz,NB12_12935_ARTIC_nanopolish.fasta.gz,.gz,8685,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/71eb52c3b2aee19d4afd57c4efde6969da72d60e,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB12_12935_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB13_CAMB-1B54A3_ARTIC_nanopolish.fasta.gz,NB13_CAMB-1B54A3_ARTIC_nanopolish.fasta.gz,.gz,8954,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/83fef4570a12afa1447a68353f60ed230badb333,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB13_CAMB-1B54A3_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB13_CAMB-1B5CE7_ARTIC_nanopolish.fasta.gz,NB13_CAMB-1B5CE7_ARTIC_nanopolish.fasta.gz,.gz,8642,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/47495303ba87d1bc86552ee91106833cee240d3a,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB13_CAMB-1B5CE7_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB14_CAMB-1B5607_ARTIC_nanopolish.fasta.gz,NB14_CAMB-1B5607_ARTIC_nanopolish.fasta.gz,.gz,8953,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/b91db597f0042d21c84541ac90f8af70579bc762,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB14_CAMB-1B5607_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB14_CAMB-1B5CBA_ARTIC_nanopolish.fasta.gz,NB14_CAMB-1B5CBA_ARTIC_nanopolish.fasta.gz,.gz,8586,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/d19ec26805988a80dfa1ec515532899172e7d01a,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB14_CAMB-1B5CBA_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB15_CAMB-1B5CC9_ARTIC_nanopolish.fasta.gz,NB15_CAMB-1B5CC9_ARTIC_nanopolish.fasta.gz,.gz,8843,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/1040cb75082183b84d1fbe6162d32103bdd00871,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB15_CAMB-1B5CC9_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB16_CAMB-1B19D5_ARTIC_nanopolish.fasta.gz,NB16_CAMB-1B19D5_ARTIC_nanopolish.fasta.gz,.gz,8905,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/d5d3254564fec1db90bd06fc7a9e8fa4bba94527,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB16_CAMB-1B19D5_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB16_CAMB-1B5BAE_ARTIC_nanopolish.fasta.gz,NB16_CAMB-1B5BAE_ARTIC_nanopolish.fasta.gz,.gz,8956,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/e8736a47eaac76660fbe9db184b3428097f8494d,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB16_CAMB-1B5BAE_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB16_CAMB-1B5C9C_ARTIC_nanopolish.fasta.gz,NB16_CAMB-1B5C9C_ARTIC_nanopolish.fasta.gz,.gz,7781,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/29b1965320a7819a40125d7d9c1d00e0621f6ac3,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB16_CAMB-1B5C9C_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB17_CAMB-1B5B71_ARTIC_nanopolish.fasta.gz,NB17_CAMB-1B5B71_ARTIC_nanopolish.fasta.gz,.gz,8957,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/b658a0f52daf0b14fb1452f7c0866b038f81cb8c,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB17_CAMB-1B5B71_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/NB23_CAMB-1B4FB2_ARTIC_nanopolish.fasta.gz,NB23_CAMB-1B4FB2_ARTIC_nanopolish.fasta.gz,.gz,8957,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/478c74b353fcd7f86c3a77119f7b8559fed6a079,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/NB23_CAMB-1B4FB2_ARTIC_nanopolish.fasta.gz,read_or_alignment_like
Steven-Kemp/sequence_files,main,nanopore/consensus.md,consensus.md,.md,22,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/0e0ae5630239d69093716e7fd007d42e971f9297,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/nanopore/consensus.md,unclassified
Steven-Kemp/sequence_files,main,vaccinepaper/msa,msa,,1,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/8b137891791fe96927ad78e64b0aad7bded08bdc,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/vaccinepaper/msa,unclassified
Steven-Kemp/sequence_files,main,vaccinepaper/with_background_subsampled_deduped_aligned_UKonly_484_vui.fasta.gz,with_background_subsampled_deduped_aligned_UKonly_484_vui.fasta.gz,.gz,3460643,https://api.github.com/repos/Steven-Kemp/sequence_files/git/blobs/77b77b91e88761d4549040318f8774afc6346af2,https://raw.githubusercontent.com/Steven-Kemp/sequence_files/main/vaccinepaper/with_background_subsampled_deduped_aligned_UKonly_484_vui.fasta.gz,read_or_alignment_like;sample_time_mapping_candidate
