case_id,n_runs,n_samples,n_sample_titles,n_runs_with_fastq,n_runs_with_submitted,n_runs_with_bam,total_read_count,total_base_count,metadata_usable_runs,next_required
WEIGANG_2021_ERP132087,12,12,12,12,12,12,24231518.0,3369207990.0,12,recover sample-day mapping and confirm single-patient longitudinal ordering before HRSM extraction
