case_id,run_accession,sample_accession,study_accession,sample_title,scientific_name,instrument_platform,instrument_model,library_layout,library_strategy,read_count,base_count,fastq_ftp,submitted_ftp,bam_ftp,n_fastq_links,n_submitted_links,n_bam_links,has_fastq,has_submitted,has_bam,metadata_usable,needs_day_mapping,needs_case_grouping,download_status
BOYLE_2025_PRJNA1295507,SRR34737049,SAMN50212615,PRJNA1295507,LC-06422,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,90827,37459503,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/049/SRR34737049/SRR34737049.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/049/SRR34737049/SRR34737049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/049/SRR34737049/SRR34737049_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737003,SAMN50212642,PRJNA1295507,LC-10343,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,91723,38363690,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/003/SRR34737003/SRR34737003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/003/SRR34737003/SRR34737003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/003/SRR34737003/SRR34737003_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737005,SAMN50212640,PRJNA1295507,LC-09972,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,69331,28009934,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/005/SRR34737005/SRR34737005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/005/SRR34737005/SRR34737005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/005/SRR34737005/SRR34737005_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737010,SAMN50212635,PRJNA1295507,LC-06774,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,42643,15843474,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/010/SRR34737010/SRR34737010.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/010/SRR34737010/SRR34737010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/010/SRR34737010/SRR34737010_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737014,SAMN50212634,PRJNA1295507,LC-08368,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,88766,35481060,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/014/SRR34737014/SRR34737014.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/014/SRR34737014/SRR34737014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/014/SRR34737014/SRR34737014_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737020,SAMN50212628,PRJNA1295507,LC-1607,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,88316,34082109,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/020/SRR34737020/SRR34737020.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/020/SRR34737020/SRR34737020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/020/SRR34737020/SRR34737020_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737027,SAMN50212651,PRJNA1295507,LC-03966,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,89393,36482929,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/027/SRR34737027/SRR34737027.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/027/SRR34737027/SRR34737027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/027/SRR34737027/SRR34737027_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737035,SAMN50212621,PRJNA1295507,LC-07124,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,93535,38477640,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/035/SRR34737035/SRR34737035.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/035/SRR34737035/SRR34737035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/035/SRR34737035/SRR34737035_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737036,SAMN50212620,PRJNA1295507,LC-07231,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,103097,42479713,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/036/SRR34737036/SRR34737036.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/036/SRR34737036/SRR34737036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/036/SRR34737036/SRR34737036_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737039,SAMN50212647,PRJNA1295507,LC-03070,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,85952,32893065,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/039/SRR34737039/SRR34737039.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/039/SRR34737039/SRR34737039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/039/SRR34737039/SRR34737039_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737040,SAMN50212646,PRJNA1295507,LC-08088,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,108177,44552077,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/040/SRR34737040/SRR34737040.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/040/SRR34737040/SRR34737040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/040/SRR34737040/SRR34737040_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737041,SAMN50212645,PRJNA1295507,LC-0726,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,110266,43893910,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/041/SRR34737041/SRR34737041.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/041/SRR34737041/SRR34737041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/041/SRR34737041/SRR34737041_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737043,SAMN50212644,PRJNA1295507,LC-03127,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,115146,44886184,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/043/SRR34737043/SRR34737043.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/043/SRR34737043/SRR34737043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/043/SRR34737043/SRR34737043_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
BOYLE_2025_PRJNA1295507,SRR34737052,SAMN50212627,PRJNA1295507,LC-02899,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,96657,40313662,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/052/SRR34737052/SRR34737052.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/052/SRR34737052/SRR34737052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/052/SRR34737052/SRR34737052_2.fastq.gz,,,3,0,0,True,False,False,True,True,True,not_downloaded
