case_id,dataset_name,accession,accession_type,query_backend,priority,n_rows,n_unique_studies,n_unique_samples,n_unique_experiments,n_unique_runs,has_fastq_ftp,has_submitted_ftp,has_bam_ftp,admissibility_after_accession,notes,raw_table
BOYLE_2025_PRJNA1295507,Boyle et al. persistent SARS-CoV-2 intra-host evolution,PRJNA1295507,bioproject,ena_portal_read_run,1,50,1,50,50,50,True,True,False,run_level_files_available,First Phase II data-contact target. Paper reports raw reads under this NCBI BioProject.,metadata/phase2_sarscov2_multicase/boyle_2025_prjna1295507_prjna1295507_ena_read_run.tsv
