source_url,original_url,local_path,bytes_downloaded,content_type,is_zip_signature,first_120_bytes,status,error
https://pmc.ncbi.nlm.nih.gov/articles/instance/12567731/bin/viruses-17-01313-s001.zip,https://pmc.ncbi.nlm.nih.gov/articles/instance/12567731/bin/viruses-17-01313-s001.zip,data/interim/phase2_sarscov2_multicase/boyle_supplements/viruses-17-01313-s001.zip,1817,text/html; charset=utf-8,False,"    <html>   <head>     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Preparing to d",downloaded_not_zip_payload,
https://pmc.ncbi.nlm.nih.gov/articles/instance/12567731/bin/viruses-17-01313-s001.zip?download=1,https://pmc.ncbi.nlm.nih.gov/articles/instance/12567731/bin/viruses-17-01313-s001.zip,data/interim/phase2_sarscov2_multicase/boyle_supplements/viruses-17-01313-s001.zip,1817,text/html; charset=utf-8,False,"    <html>   <head>     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Preparing to d",downloaded_not_zip_payload,
